player_id,player_name,team_name,team_short,position,jersey_number,is_starter,vmax_kmh,threshold_kmh,low_confidence,games_appeared,total_runs,runs_per_game,total_hsr_distance_m,hsr_distance_per_game_m,mean_duration_sec,mean_pct_of_vmax_pct,tournament_peak_speed_kmh,mean_peak_speed_kmh
13228,Youssouf Sabaly,Senegal,SEN,RB,21,true,20.27,16.22,false,4,83,20.75,925.8,231.5,2.08,102.8,36.86,20.83
3888,Aurélien Tchouaméni,France,FRA,CM,8,true,19.85,15.88,false,7,145,20.71,1401.5,200.2,1.83,100.7,45.0,19.99
4621,Jamal Musiala,Germany,GER,LW,14,true,19.83,15.86,false,3,62,20.67,610.4,203.5,1.88,99.8,35.72,19.79
1168,Nouhou Tolo,Cameroon,CMR,LB,25,true,21.3,17.04,false,3,62,20.67,684.3,228.1,1.99,98.7,31.11,21.03
6655,Nicolas N'Koulou,Cameroon,CMR,LCB,3,true,19.84,15.87,false,2,41,20.5,425.9,213.0,2.04,97.2,26.07,19.29
14030,Anis Slimane,Tunisia,TUN,RW,25,true,20.66,16.53,false,2,41,20.5,420.3,210.2,1.91,97.8,36.64,20.2
14004,Abdulelah Al-Malki,Saudi Arabia,KSA,CDM,8,true,19.39,15.51,false,2,41,20.5,425.6,212.8,2.08,97.0,33.95,18.82
157,Granit Xhaka,Switzerland,SUI,CM,10,true,20.47,16.38,false,4,82,20.5,840.6,210.2,1.89,98.8,42.14,20.24
10,John Stones,England,ENG,RCB,5,true,18.91,15.12,false,5,102,20.4,1042.7,208.5,2.07,99.8,29.41,18.86
13977,Morteza Pouraliganji,Iran,IRN,RCB,8,true,21.27,17.01,false,3,61,20.33,743.0,247.7,2.19,99.2,31.36,21.1
449,Aaron Mooy,Australia,AUS,CDM,13,true,19.68,15.75,false,4,81,20.25,854.2,213.6,2.0,102.4,38.83,20.16
3930,Lucas Paquetá,Brazil,BRA,CM,7,true,19.6,15.68,false,4,81,20.25,774.8,193.7,1.9,96.1,25.97,18.83
13911,Young-gwon Kim,South Korea,KOR,LCB,19,true,19.16,15.33,false,4,81,20.25,794.7,198.7,1.9,105.1,45.0,20.13
1377,Kieran Trippier,England,ENG,RB,12,true,20.23,16.18,false,3,60,20.0,623.6,207.9,1.96,100.0,33.32,20.22
11967,Victor Nelsson,Denmark,DEN,RCB,3,false,21.27,17.01,false,1,20,20.0,249.5,249.5,2.15,106.7,44.74,22.69
14003,Mohamed Kanno,Saudi Arabia,KSA,CM,23,true,20.23,16.18,false,3,60,20.0,595.5,198.5,1.86,100.0,32.32,20.22
4615,Josip Stanisic,Croatia,CRO,RB,2,false,19.65,15.72,false,1,20,20.0,181.4,181.4,1.73,102.7,28.37,20.17
4624,Thomas Müller,Germany,GER,CAM,13,true,19.61,15.69,false,3,60,20.0,576.1,192.0,1.9,98.8,33.21,19.38
